answer	path	n
endow	[('soare', '01001', 25), ('lento', '01101', 4), ('avows', '00110', 1), ('endow', '22222', 1)]	4
abhor	[('soare', '01110', 27), ('maron', '01120', 4), ('abaca', '22000', 1), ('abhor', '22222', 1)]	4
welch	[('soare', '00001', 120), ('denet', '02000', 7), ('hijab', '10000', 1), ('welch', '22222', 1)]	4
blade	[('soare', '00202', 28), ('glitz', '02000', 6), ('clomb', '02001', 1), ('blade', '22222', 1)]	4
tight	[('soare', '00000', 183), ('clint', '00102', 5), ('aswim', '00010', 2), ('abaft', '00002', 1), ('tight', '22222', 1)]	5
geese	[('soare', '10002', 8), ('cunit', '00000', 1), ('geese', '22222', 1)]	3
miser	[('soare', '10011', 15), ('richt', '12000', 2), ('abamp', '00010', 1), ('miser', '22222', 1)]	4
mirth	[('soare', '00010', 57), ('glint', '00101', 3), ('abamp', '00010', 1), ('mirth', '22222', 1)]	4
cloud	[('soare', '01000', 56), ('clint', '22000', 2), ('aahed', '00002', 1), ('cloud', '22222', 1)]	4
cabal	[('soare', '00100', 138), ('clint', '21000', 2), ('aahed', '12000', 1), ('cabal', '22222', 1)]	4
leech	[('soare', '00001', 120), ('denet', '02010', 4), ('abaca', '00020', 1), ('leech', '22222', 1)]	4
close	[('soare', '11002', 5), ('aitch', '00010', 1), ('close', '22222', 1)]	3
tenth	[('soare', '00001', 120), ('denet', '02201', 1), ('tenth', '22222', 1)]	3
pecan	[('soare', '00101', 68), ('canal', '10120', 1), ('pecan', '22222', 1)]	3
droit	[('soare', '01010', 59), ('cutin', '00120', 2), ('aahed', '00001', 1), ('droit', '22222', 1)]	4
grail	[('soare', '00210', 40), ('clint', '01100', 2), ('aargh', '10110', 1), ('grail', '22222', 1)]	4
clone	[('soare', '01002', 20), ('pling', '02020', 1), ('clone', '22222', 1)]	3
guise	[('soare', '10002', 8), ('cunit', '02010', 1), ('guise', '22222', 1)]	3
ralph	[('soare', '00110', 42), ('riyal', '20011', 1), ('ralph', '22222', 1)]	3
tango	[('soare', '01100', 44), ('cloot', '00101', 2), ('aalii', '02000', 1), ('tango', '22222', 1)]	4
biddy	[('soare', '00000', 183), ('clint', '00100', 10), ('fudgy', '00202', 1), ('biddy', '22222', 1)]	4
smith	[('soare', '20000', 63), ('thilk', '11200', 1), ('smith', '22222', 1)]	3
mower	[('soare', '02011', 22), ('rewth', '11200', 4), ('ampul', '01000', 1), ('mower', '22222', 1)]	4
payee	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '10000', 1), ('payee', '22222', 1)]	4
serif	[('soare', '20011', 13), ('newie', '02020', 1), ('serif', '22222', 1)]	3
drape	[('soare', '00212', 19), ('diact', '20200', 2), ('abaka', '00200', 1), ('drape', '22222', 1)]	4
fifth	[('soare', '00000', 183), ('clint', '00101', 9), ('wifty', '02220', 1), ('fifth', '22222', 1)]	4
spank	[('soare', '20200', 41), ('thilk', '00002', 3), ('abamp', '00201', 1), ('spank', '22222', 1)]	4
glaze	[('soare', '00202', 28), ('glitz', '22001', 1), ('glaze', '22222', 1)]	3
allot	[('soare', '01100', 44), ('cloot', '02022', 1), ('allot', '22222', 1)]	3
truck	[('soare', '00010', 57), ('glint', '00001', 4), ('abmho', '00000', 1), ('truck', '22222', 1)]	4
kayak	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '00001', 1), ('kayak', '22222', 1)]	4
virus	[('soare', '10010', 16), ('cruft', '01100', 1), ('virus', '22222', 1)]	3
testy	[('soare', '10001', 19), ('uneth', '00120', 2), ('abuzz', '00000', 1), ('testy', '22222', 1)]	4
tepee	[('soare', '00002', 79), ('guilt', '00001', 3), ('abcee', '00022', 1), ('tepee', '22222', 1)]	4
fully	[('soare', '00000', 183), ('clint', '01000', 8), ('bigly', '00022', 2), ('aahed', '00000', 1), ('fully', '22222', 1)]	5
zonal	[('soare', '02100', 21), ('liman', '10021', 2), ('aarti', '10000', 1), ('zonal', '22222', 1)]	4
metro	[('soare', '01021', 3), ('abeam', '00101', 1), ('metro', '22222', 1)]	3
curry	[('soare', '00020', 13), ('fitch', '00010', 1), ('curry', '22222', 1)]	3
grand	[('soare', '00210', 40), ('clint', '00020', 5), ('bifid', '00002', 1), ('grand', '22222', 1)]	4
banjo	[('soare', '01100', 44), ('cloot', '00100', 4), ('abamp', '11000', 1), ('banjo', '22222', 1)]	4
axion	[('soare', '01100', 44), ('cloot', '00020', 5), ('aboon', '20022', 1), ('axion', '22222', 1)]	4
bezel	[('soare', '00001', 120), ('denet', '02020', 4), ('bavin', '20000', 1), ('bezel', '22222', 1)]	4
occur	[('soare', '01010', 59), ('cutin', '11000', 1), ('occur', '22222', 1)]	3
chain	[('soare', '00200', 40), ('clink', '20110', 1), ('chain', '22222', 1)]	3
nasal	[('soare', '10100', 23), ('linty', '10100', 1), ('nasal', '22222', 1)]	3
gooey	[('soare', '02001', 26), ('meynt', '01100', 3), ('abord', '00200', 1), ('gooey', '22222', 1)]	4
filer	[('soare', '00011', 117), ('direr', '02022', 13), ('flong', '21000', 1), ('filer', '22222', 1)]	4
brace	[('soare', '00212', 19), ('diact', '00220', 2), ('aargh', '10100', 1), ('brace', '22222', 1)]	4
allay	[('soare', '00100', 138), ('clint', '02000', 3), ('aahed', '21000', 1), ('allay', '22222', 1)]	4
pubic	[('soare', '00000', 183), ('clint', '10100', 3), ('aalii', '00020', 1), ('pubic', '22222', 1)]	4
raven	[('soare', '00111', 61), ('talar', '02001', 3), ('abeam', '10100', 1), ('raven', '22222', 1)]	4
plead	[('soare', '00101', 68), ('canal', '00021', 6), ('bated', '01012', 1), ('plead', '22222', 1)]	4
gnash	[('soare', '10200', 14), ('chals', '01201', 3), ('aargh', '10012', 1), ('gnash', '22222', 1)]	4
flaky	[('soare', '00200', 40), ('clink', '02001', 1), ('flaky', '22222', 1)]	3
munch	[('soare', '00000', 183), ('clint', '10010', 4), ('abamp', '00010', 1), ('munch', '22222', 1)]	4
dully	[('soare', '00000', 183), ('clint', '01000', 8), ('bigly', '00022', 2), ('aahed', '00001', 1), ('dully', '22222', 1)]	5
eking	[('soare', '00001', 120), ('denet', '01100', 3), ('acidy', '00200', 1), ('eking', '22222', 1)]	4
thing	[('soare', '00000', 183), ('clint', '00221', 3), ('aargh', '00011', 1), ('thing', '22222', 1)]	4
slink	[('soare', '20000', 63), ('thilk', '00212', 2), ('abaca', '00000', 1), ('slink', '22222', 1)]	4
hurry	[('soare', '00020', 13), ('fitch', '00001', 1), ('hurry', '22222', 1)]	3
theft	[('soare', '00001', 120), ('denet', '01002', 5), ('agila', '00000', 1), ('theft', '22222', 1)]	4
shorn	[('soare', '21020', 10), ('nicht', '10010', 1), ('shorn', '22222', 1)]	3
pygmy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '10112', 1), ('pygmy', '22222', 1)]	4
ranch	[('soare', '00110', 42), ('riyal', '20010', 2), ('aahed', '02100', 1), ('ranch', '22222', 1)]	4
wring	[('soare', '00010', 57), ('glint', '10220', 2), ('abaca', '00000', 1), ('wring', '22222', 1)]	4
lemon	[('soare', '01001', 25), ('lento', '22101', 1), ('lemon', '22222', 1)]	3
shore	[('soare', '21022', 6), ('cwtch', '00001', 1), ('shore', '22222', 1)]	3
mamma	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '20000', 1), ('mamma', '22222', 1)]	4
froze	[('soare', '01012', 14), ('pownd', '01000', 4), ('abaft', '00010', 1), ('froze', '22222', 1)]	4
newer	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00000', 5), ('avens', '00110', 1), ('newer', '22222', 1)]	5
style	[('soare', '20002', 23), ('pling', '01000', 1), ('style', '22222', 1)]	3
moose	[('soare', '12002', 11), ('pilum', '00001', 1), ('moose', '22222', 1)]	3
antic	[('soare', '00100', 138), ('clint', '10111', 1), ('antic', '22222', 1)]	3
drown	[('soare', '01010', 59), ('cutin', '00002', 4), ('befog', '00010', 1), ('drown', '22222', 1)]	4
vegan	[('soare', '00101', 68), ('canal', '00120', 3), ('abaka', '10000', 1), ('vegan', '22222', 1)]	4
chess	[('soare', '10001', 19), ('uneth', '00201', 1), ('chess', '22222', 1)]	3
guppy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '20022', 1), ('guppy', '22222', 1)]	4
union	[('soare', '01000', 56), ('clint', '00210', 2), ('aboon', '00022', 1), ('union', '22222', 1)]	4
lever	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00001', 2), ('abamp', '00000', 1), ('lever', '22222', 1)]	5
lorry	[('soare', '02020', 6), ('almud', '01000', 1), ('lorry', '22222', 1)]	3
image	[('soare', '00202', 28), ('glitz', '10100', 1), ('image', '22222', 1)]	3
cabby	[('soare', '00100', 138), ('clint', '20000', 2), ('aahed', '02000', 1), ('cabby', '22222', 1)]	4
druid	[('soare', '00010', 57), ('glint', '00100', 2), ('aahed', '00002', 1), ('druid', '22222', 1)]	4
exact	[('soare', '00201', 21), ('depth', '01010', 3), ('acing', '11000', 1), ('exact', '22222', 1)]	4
truth	[('soare', '00010', 57), ('glint', '00001', 4), ('abmho', '00010', 1), ('truth', '22222', 1)]	4
dopey	[('soare', '02001', 26), ('meynt', '01100', 3), ('abord', '00101', 1), ('dopey', '22222', 1)]	4
spear	[('soare', '20111', 6), ('enmew', '10000', 2), ('aahed', '10010', 1), ('spear', '22222', 1)]	4
cried	[('soare', '00011', 117), ('direr', '11120', 4), ('capot', '20000', 1), ('cried', '22222', 1)]	4
chime	[('soare', '00002', 79), ('guilt', '00200', 4), ('aband', '00000', 1), ('chime', '22222', 1)]	4
crony	[('soare', '01010', 59), ('cutin', '20001', 1), ('crony', '22222', 1)]	3
stunk	[('soare', '20000', 63), ('thilk', '10002', 2), ('abaca', '00000', 1), ('stunk', '22222', 1)]	4
timid	[('soare', '00000', 183), ('clint', '00101', 9), ('wifty', '02010', 1), ('timid', '22222', 1)]	4
batch	[('soare', '00100', 138), ('clint', '10001', 6), ('bumpy', '20000', 1), ('batch', '22222', 1)]	4
gauge	[('soare', '00102', 40), ('gault', '22200', 2), ('aargh', '02020', 1), ('gauge', '22222', 1)]	4
rotor	[('soare', '02010', 26), ('cyton', '00220', 2), ('abamp', '00000', 1), ('rotor', '22222', 1)]	4
crack	[('soare', '00210', 40), ('clint', '20000', 3), ('abysm', '10000', 1), ('crack', '22222', 1)]	4
curve	[('soare', '00012', 39), ('pudic', '02001', 1), ('curve', '22222', 1)]	3
latte	[('soare', '00102', 40), ('gault', '02011', 2), ('aahed', '02010', 1), ('latte', '22222', 1)]	4
witch	[('soare', '00000', 183), ('clint', '10101', 5), ('hyped', '10000', 1), ('witch', '22222', 1)]	4
bunch	[('soare', '00000', 183), ('clint', '10010', 4), ('abamp', '01000', 1), ('bunch', '22222', 1)]	4
repel	[('soare', '00011', 117), ('direr', '00120', 11), ('pence', '12001', 1), ('repel', '22222', 1)]	4
anvil	[('soare', '00100', 138), ('clint', '01110', 3), ('aalii', '20120', 1), ('anvil', '22222', 1)]	4
soapy	[('soare', '22200', 1), ('soapy', '22222', 1)]	2
meter	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00200', 2), ('abamp', '00010', 1), ('meter', '22222', 1)]	5
broth	[('soare', '01010', 59), ('cutin', '00100', 6), ('ablow', '01010', 1), ('broth', '22222', 1)]	4
madly	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '12102', 1), ('madly', '22222', 1)]	4
dried	[('soare', '00011', 117), ('direr', '21120', 1), ('dried', '22222', 1)]	3
scene	[('soare', '20002', 23), ('pling', '00020', 1), ('scene', '22222', 1)]	3
known	[('soare', '01000', 56), ('clint', '00010', 1), ('known', '22222', 1)]	3
magma	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '20010', 1), ('magma', '22222', 1)]	4
roost	[('soare', '12010', 4), ('aloos', '00211', 1), ('roost', '22222', 1)]	3
woman	[('soare', '02100', 21), ('liman', '00222', 1), ('woman', '22222', 1)]	3
thong	[('soare', '01000', 56), ('clint', '00021', 1), ('thong', '22222', 1)]	3
punch	[('soare', '00000', 183), ('clint', '10010', 4), ('abamp', '00001', 1), ('punch', '22222', 1)]	4
pasty	[('soare', '10100', 23), ('linty', '00022', 3), ('aheap', '10001', 1), ('pasty', '22222', 1)]	4
downy	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '00110', 1), ('downy', '22222', 1)]	4
knead	[('soare', '00101', 68), ('canal', '00120', 3), ('abaka', '10010', 1), ('knead', '22222', 1)]	4
whirl	[('soare', '00020', 13), ('fitch', '01001', 1), ('whirl', '22222', 1)]	3
rapid	[('soare', '00110', 42), ('riyal', '21010', 4), ('abaci', '10001', 1), ('rapid', '22222', 1)]	4
clang	[('soare', '00200', 40), ('clink', '22020', 1), ('clang', '22222', 1)]	3
anger	[('soare', '00111', 61), ('talar', '01002', 3), ('abaci', '20000', 1), ('anger', '22222', 1)]	4
drive	[('soare', '00012', 39), ('pudic', '00110', 3), ('abies', '00210', 1), ('drive', '22222', 1)]	4
goofy	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '20200', 1), ('goofy', '22222', 1)]	4
email	[('soare', '00201', 21), ('depth', '01000', 1), ('email', '22222', 1)]	3
music	[('soare', '10000', 33), ('hists', '01200', 1), ('music', '22222', 1)]	3
stuff	[('soare', '20000', 63), ('thilk', '10000', 5), ('grypt', '00001', 1), ('stuff', '22222', 1)]	4
bleep	[('soare', '00001', 120), ('denet', '01020', 5), ('acerb', '00201', 1), ('bleep', '22222', 1)]	4
rider	[('soare', '00011', 117), ('direr', '12122', 1), ('rider', '22222', 1)]	3
mecca	[('soare', '00101', 68), ('canal', '11000', 1), ('mecca', '22222', 1)]	3
folio	[('soare', '02000', 87), ('culty', '00200', 1), ('folio', '22222', 1)]	3
setup	[('soare', '20001', 35), ('clipt', '00011', 2), ('aahed', '00010', 1), ('setup', '22222', 1)]	4
verso	[('soare', '11011', 1), ('verso', '22222', 1)]	2
quash	[('soare', '10200', 14), ('chals', '01201', 3), ('aargh', '10002', 1), ('quash', '22222', 1)]	4
fauna	[('soare', '00100', 138), ('clint', '00020', 3), ('abaft', '10110', 1), ('fauna', '22222', 1)]	4
gummy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '20202', 1), ('gummy', '22222', 1)]	4
happy	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '00002', 2), ('aahed', '02100', 1), ('happy', '22222', 1)]	5
newly	[('soare', '00001', 120), ('denet', '02100', 6), ('abrin', '00001', 1), ('newly', '22222', 1)]	4
fussy	[('soare', '10000', 33), ('hists', '00201', 1), ('fussy', '22222', 1)]	3
relic	[('soare', '00011', 117), ('direr', '01110', 4), ('acmic', '00022', 1), ('relic', '22222', 1)]	4
guava	[('soare', '00200', 40), ('clink', '00000', 2), ('aahed', '11000', 1), ('guava', '22222', 1)]	4
ratty	[('soare', '00110', 42), ('riyal', '20110', 2), ('aahed', '02000', 1), ('ratty', '22222', 1)]	4
fudge	[('soare', '00002', 79), ('guilt', '12000', 5), ('aband', '00001', 2), ('abaft', '00010', 1), ('fudge', '22222', 1)]	5
femur	[('soare', '00011', 117), ('direr', '00012', 2), ('aalii', '00000', 1), ('femur', '22222', 1)]	4
chirp	[('soare', '00020', 13), ('fitch', '01011', 1), ('chirp', '22222', 1)]	3
forte	[('soare', '02012', 9), ('faugh', '20000', 2), ('aarti', '00220', 1), ('forte', '22222', 1)]	4
alibi	[('soare', '00100', 138), ('clint', '02200', 1), ('alibi', '22222', 1)]	3
whine	[('soare', '00002', 79), ('guilt', '00200', 4), ('aband', '00020', 1), ('whine', '22222', 1)]	4
petty	[('soare', '00001', 120), ('denet', '02001', 5), ('aleph', '00110', 1), ('petty', '22222', 1)]	4
golly	[('soare', '02000', 87), ('culty', '00202', 6), ('defog', '00011', 1), ('golly', '22222', 1)]	4
plait	[('soare', '00200', 40), ('clink', '02100', 3), ('abaft', '00202', 1), ('plait', '22222', 1)]	4
fleck	[('soare', '00001', 120), ('denet', '01000', 5), ('ahold', '00010', 1), ('fleck', '22222', 1)]	4
felon	[('soare', '01001', 25), ('lento', '12101', 2), ('abaft', '00010', 1), ('felon', '22222', 1)]	4
gourd	[('soare', '02020', 6), ('almud', '00012', 1), ('gourd', '22222', 1)]	3
brown	[('soare', '01010', 59), ('cutin', '00002', 4), ('befog', '20010', 1), ('brown', '22222', 1)]	4
thrum	[('soare', '00010', 57), ('glint', '00001', 4), ('abmho', '00110', 1), ('thrum', '22222', 1)]	4
ficus	[('soare', '10000', 33), ('hists', '02002', 2), ('abaca', '00010', 1), ('ficus', '22222', 1)]	4
stash	[('soare', '20200', 41), ('thilk', '11000', 2), ('aarti', '10010', 1), ('stash', '22222', 1)]	4
decry	[('soare', '00021', 14), ('feted', '02001', 1), ('decry', '22222', 1)]	3
wiser	[('soare', '10011', 15), ('richt', '12000', 2), ('abamp', '00000', 1), ('wiser', '22222', 1)]	4
junta	[('soare', '00100', 138), ('clint', '00011', 3), ('aahed', '10000', 1), ('junta', '22222', 1)]	4
visor	[('soare', '11010', 5), ('acids', '00101', 1), ('visor', '22222', 1)]	3
daunt	[('soare', '00100', 138), ('clint', '00022', 6), ('tavah', '12000', 3), ('agood', '10001', 1), ('daunt', '22222', 1)]	5
scree	[('soare', '20012', 4), ('abcee', '00122', 1), ('scree', '22222', 1)]	3
impel	[('soare', '00001', 120), ('denet', '00020', 5), ('abamp', '00011', 1), ('impel', '22222', 1)]	4
await	[('soare', '00200', 40), ('clink', '00100', 1), ('await', '22222', 1)]	3
press	[('soare', '10011', 15), ('richt', '10000', 2), ('aahed', '00010', 1), ('press', '22222', 1)]	4
whose	[('soare', '11002', 5), ('aitch', '00001', 1), ('whose', '22222', 1)]	3
turbo	[('soare', '01010', 59), ('cutin', '02100', 2), ('aargh', '00200', 1), ('turbo', '22222', 1)]	4
stoop	[('soare', '21000', 37), ('cloot', '00221', 2), ('aahed', '00000', 1), ('stoop', '22222', 1)]	4
speak	[('soare', '20101', 9), ('knelt', '10200', 1), ('speak', '22222', 1)]	3
mangy	[('soare', '00100', 138), ('clint', '00010', 6), ('aargh', '02020', 1), ('mangy', '22222', 1)]	4
eying	[('soare', '00001', 120), ('denet', '01100', 3), ('acidy', '00201', 1), ('eying', '22222', 1)]	4
inlet	[('soare', '00001', 120), ('denet', '00122', 2), ('aalii', '00210', 1), ('inlet', '22222', 1)]	4
crone	[('soare', '01012', 14), ('pownd', '01020', 1), ('crone', '22222', 1)]	3
pulse	[('soare', '10002', 8), ('cunit', '02000', 1), ('pulse', '22222', 1)]	3
mossy	[('soare', '12000', 15), ('fubsy', '00022', 2), ('aalii', '00000', 1), ('mossy', '22222', 1)]	4
staid	[('soare', '20200', 41), ('thilk', '10100', 2), ('aahed', '10002', 1), ('staid', '22222', 1)]	4
hence	[('soare', '00002', 79), ('guilt', '00000', 6), ('cheep', '11110', 1), ('hence', '22222', 1)]	4
pinch	[('soare', '00000', 183), ('clint', '10110', 3), ('cowps', '10010', 1), ('pinch', '22222', 1)]	4
teddy	[('soare', '00001', 120), ('denet', '12001', 3), ('acted', '00111', 1), ('teddy', '22222', 1)]	4
sully	[('soare', '20000', 63), ('thilk', '00020', 2), ('aalii', '00200', 1), ('sully', '22222', 1)]	4
snore	[('soare', '21022', 6), ('cwtch', '00000', 2), ('abamp', '00000', 1), ('snore', '22222', 1)]	4
ripen	[('soare', '00011', 117), ('direr', '02120', 2), ('aarti', '00101', 1), ('ripen', '22222', 1)]	4
snowy	[('soare', '21000', 37), ('cloot', '00200', 4), ('adhan', '00001', 1), ('snowy', '22222', 1)]	4
attic	[('soare', '00100', 138), ('clint', '10101', 1), ('attic', '22222', 1)]	3
going	[('soare', '02000', 87), ('culty', '00000', 3), ('aband', '00020', 1), ('going', '22222', 1)]	4
leach	[('soare', '00201', 21), ('depth', '02002', 2), ('aalii', '10100', 1), ('leach', '22222', 1)]	4
mouth	[('soare', '02000', 87), ('culty', '01020', 1), ('mouth', '22222', 1)]	3
hound	[('soare', '02000', 87), ('culty', '01000', 8), ('bumph', '01001', 1), ('hound', '22222', 1)]	4
clump	[('soare', '00000', 183), ('clint', '22000', 2), ('abaca', '00010', 1), ('clump', '22222', 1)]	4
tonal	[('soare', '02100', 21), ('liman', '10021', 2), ('aarti', '10010', 1), ('tonal', '22222', 1)]	4
bigot	[('soare', '01000', 56), ('clint', '00102', 2), ('aargh', '00010', 1), ('bigot', '22222', 1)]	4
peril	[('soare', '00011', 117), ('direr', '01210', 2), ('aalii', '00120', 1), ('peril', '22222', 1)]	4
piece	[('soare', '00002', 79), ('guilt', '00100', 6), ('enmew', '10010', 1), ('piece', '22222', 1)]	4
blame	[('soare', '00202', 28), ('glitz', '02000', 6), ('clomb', '02021', 1), ('blame', '22222', 1)]	4
haute	[('soare', '00102', 40), ('gault', '02201', 1), ('haute', '22222', 1)]	3
spied	[('soare', '20001', 35), ('clipt', '00210', 1), ('spied', '22222', 1)]	3
undid	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '10000', 1), ('undid', '22222', 1)]	4
intro	[('soare', '01020', 8), ('acidy', '00100', 1), ('intro', '22222', 1)]	3
basal	[('soare', '10100', 23), ('linty', '10000', 2), ('aahed', '12000', 1), ('basal', '22222', 1)]	4
shine	[('soare', '20002', 23), ('pling', '00220', 2), ('aahed', '00110', 1), ('shine', '22222', 1)]	4
gecko	[('soare', '01001', 25), ('lento', '02002', 1), ('gecko', '22222', 1)]	3
rodeo	[('soare', '02011', 22), ('rewth', '21000', 3), ('advew', '01020', 1), ('rodeo', '22222', 1)]	4
guard	[('soare', '00220', 13), ('dhuti', '10100', 1), ('guard', '22222', 1)]	3
steer	[('soare', '20011', 13), ('newie', '01001', 2), ('aahed', '00020', 1), ('steer', '22222', 1)]	4
loamy	[('soare', '02200', 5), ('acyls', '10110', 1), ('loamy', '22222', 1)]	3
scamp	[('soare', '20200', 41), ('thilk', '00000', 4), ('aswim', '11001', 1), ('scamp', '22222', 1)]	4
scram	[('soare', '20110', 8), ('cuppy', '10000', 1), ('scram', '22222', 1)]	3
